content,label
 india kevl ninda hi kre ga or wo pak k namard hume marte rhenge  :smiling_face_with_horns: :smiling_face_with_horns: :smiling_face_with_horns: :smiling_face_with_horns: :smiling_face_with_horns:,CAG
more lying stories from indian media|hahahhaha just like their never happened surgical strikes|india media at its lowest,OAG
guard of honour will be given to jadhev at  delhi  ' s airport :winking_face:,CAG
this is pathetic decision|i feel  bjp  government is acting against the common public|the decisions govt is taking has to be perfect and it should not boomerang on govt|firstly  bjp  govt first decision on demonization has failed in collecting the black money from market and even there is cash crunch in market|if  bjp  government will take such haphazard decision then public will show non - cooperation on each and every action|timely rethink on haphazard decisions,CAG
they r not activist or student they r agents of foreign funded ngos|who need to put in jail under  nsa ,OAG
koi na ab inke kinoge time do thoda sara pakistan royega,CAG
exide down to  after touching |where is it headed further,NAG
ak creating ri8 image of  bjp  and bjp doing reverse of it spreading false propaganda against  aap ,CAG
how the pakistani soldier mutilates an indian  bsf  jawan|by entering in to loc|do not make fool of your nation,CAG
do not judge a person by his face but by his character,NAG
who r u|u|r no way in lime light|if indias fate service through fews from last  years|why not with  rss  ideology|lets test them too,NAG
shame on shahrukh khan works block for dr|mahmoud baluch today https :// twitter|com / national_baluch / status /  shame on them that he loves the pakistan,OAG
is he sleeping when congress government is existing and enjoying the corruption money through multiple scams,CAG
great lady always wants to spend their time with kids and family not with puppies,CAG
huzaifa khan modi had note done any crime stop crying false he had been given clean cheat by the apex court of the country and u better respect courts decisions,NAG
the people like him|that ' s all that matters,NAG
bought crompton greaves ce65 ||what target should i keep,NAG
i took an oath to stop drinking  coke  &  pepsi   justice for jallikattu   save jallikattu   ban peta ,NAG
go hell you mongolian crap|$ & *$,OAG
he is really disturbed by the daily cacophony at a time when sound travels the fastest,OAG
should be buying in wockhard from this level due to usfda issues,NAG
survey pe mat jao|speed competion lagao|survey ki ad to airtel b krra h <tong>,CAG
modi why do not you stand in the queue|2 9 th december is commencing|be ready with your ' achche din within 5 0 days ',CAG
incumbents can survive despite competition as large part of india unbanked : usha ananthasubramanian,NAG
maxwell|if you cant see developments happening then you should just shut,CAG
 express blog  i confess hillary clinton was not the greatest opponent you could have faced,NAG
i hold the pm in high regard and admire him but cannot forgive him for backtracking on his promises to the armed forces on  orop ,NAG
bolna se kuch nhi hota|hme bolne wali sarkar nhi chahiye|hme kuch krne wali sarkar chhiye,CAG
surbhi srivastava super fool like you try hard in every thing else|as beauty is not a fimiliar word for you,OAG
it may appear rude to working mothers|but mrs|kapoor is just stating the fact that she is happy that she has the choice of being there for her child everyday|she understands that her love for her child is more important than the peer pressure of the times to get a job to boost one ' s ego|it may be difficult for the middle class working mothers to do the same|as they are working to supplement her husband ' s income and thus ensure a decent life for her family and dependents|it is a shame when wives of rich successful men|get jobs through their husband ' s recommendations and support|performing part - time mother duties|these positions could have been suitably filled by another needy person|man or woman|that could help another family overcome their hardships|feminism is a joke in such cases,CAG
but simple wasting of time u people really taking more then  weeks but still sim is not activated|||i can not trust what service u people r going to give,OAG
awesome use of pen there|beautiful writeup,NAG
 bjp  doing all this to defame  aap  more| nothing else ,OAG
do not try the senseless northi tricks in kerala|<percent> kerala people eat beef|the more you push the more we eat it,OAG
communist are deshdrohi|narendra modi is building new india,OAG
correct sir|backward leader consider backward caste as their fixed vote bank and by getting some vote from forward caste they will win their election so if they raised this point which is happened in  gate  exam then their politics will be in trouble|and most of our backward leader are unaware about gate exam,CAG
top ten list - traffic|pollution|congestion|development|best roads|real estate|property cost|employable|etc - will reflect the same city again and again - minimum five - london|newyork|paris|brussels|tokyo|mumbai|bangkok|singapore|beijing|seoul|etc - pollution is the growth index - bye - product|pollution time zone of the globe,NAG
now you rundian can understand what is surgical strike :grinning_face: :grinning_face: :grinning_face:,NAG
anna is  bjp  ' s agent,OAG
just dial rallied in the end|reason for so rally,NAG
if needed you can find a link between demonitisation and aliens not visiting earth too|keep amusing us,CAG
keep on maintaining relation with this  isis  backing dictator erodgan|and let our jawans martyr on daily basis in kashmir|chhatishgarh|assam and manipur,NAG
right,CAG
first of all i wanna clear u something rahul bhardwaj|tarek is not talking about islam|he ' s actually talking about the muslim ruler who rule our india|may be they are some good or bad,NAG
it will seriously affect common man and not well thought decision,CAG
how do we know|who claims responsibility|do they post any video or statement|if they are so friendly with journalist|does not it makes journalist|a terrorist,CAG
what makes him dictator and modi not|have you been to turkey or met some turks,NAG
central government act article  in the constitution of india  |organisation of agriculture and animal husbandry the state shall endeavour to organise agriculture and animal husbandry on modern and scientific lines and shall|in particular|take steps for preserving and improving the breeds|and prohibiting the slaughter|of cows and calves and other milch and draught cattle|if someone can not respect the law of this land is free to get lost from this soil|no offense,NAG
if dalits not pushing science in india|then there could total choas and illogical things will emerge|like black vs white|women vs men|short vs tall|eventually will lead to delhi sultnate returning to power|then british|why to repeat all history again,CAG
jikku abraham are there jobs no jobs and worst situation farmers suicude,NAG
cyrus proved to be no rattan tata as market assurance,NAG
politicians stop talking and bickering take some action show to prove your words spoken,OAG
pot calling kettle black,CAG
stupid|if we have presidential form of govt modiji will be the president|then what will your party do,OAG
he is expert in bluffing|destroyed indian economy and slave of modi,OAG
 paid media   press ti tu te ,CAG
why wait till |why not appoint rulers through news agents|why waste crores in voting,CAG
please do not best money for olympic medals|please half indian soldiers and her family|one soldier deth for  lakes|but olympic medals for 5 th  cr|please change mind|i am sorry for hot any portion,NAG
it ' s a stupid thing|to see every single thing in a communal angle,NAG
aabharan hemanth this is why rafales and surya kiran ' s were simply taking off <tong>,NAG
scientific reason that since many yrs this  abp  news giving  opinion poll  in favour of  bjp  just before election which gives positive waves in  bjp  favour|why chief editor of  abp  doing this since last many years,NAG
why has he no grudges against others like  v k  singh|kiran bedi,CAG
think of people|they will hold ur neck|u bhagode now blaming govt,OAG
good news|his attedance only is there to oppose the policies of this govt|particularly of  bjp  govt|irrespective of any nature,NAG
no|they just hate everything else about them,CAG
should we buy nifty around 8 8 8 0 with sl|of ,OAG
have some tolerance and listen other people also|i have many many stories from the people of such organisations,CAG
i lilove you,NAG
salute to her,NAG
at this time when steel|is in dumps|…|no man can help|,NAG
people ' s can stand for darshan of god in q four hours|why can not we stand for our india|my country is charging|plz cooperate,CAG
this is just theory|restaurant will definitely charge|it should be completely removed|as per wish k liye tip is there,NAG
you cannot survive in politics even for a day|politics is no child ' s play|especially in india|one has to play a bit dirty,CAG
she had the guts to speak nothing but the truth|karan an eye opener,NAG
he is a accused not a criminal|he is still very much innocent like we all,CAG
sir u r d best pm ever in our india,NAG
understand that nothing is free|it is your tax money|if you are getting subsidy on something|you are getting a stick on other things,NAG
not even |<percent> of population have black money as cash|this is just an advertising campign with people hard earned money|making no value to currency|who knows what next government will do,NAG
will match tariffs of other operators & offer more data : mukesh ambani,NAG
mr ashish of  know your company |teach this guy se manners|how did he spoke to md of specialty restaurants|just to mention on the service charge issue if the comment of the hoteliers committee was arrogant|then just see the episode once again to see what you did there|you are nothing as compared to him|these things do not look good on television|we did not turn it on to see your arrogance,NAG
most absurd way of implementing the system|second most populous country in the world|how is the government addressing the cash tender|are banks n post office enough to exchange for every single indian| marketing man modi   no brains ,CAG
have control over your language|mr mohammed|you are vomiting venom,OAG
the idiot addresses his party leaders and gives a lecture but wont face opposition or court and answer|just moaning about the past instead of addressing current woes caused by him and his stupidity that is making the people of the country suffer while making his friends rich|this joker is turning the economy into a lottery game|he wants to beggar the nation by making everyone a debtor controlled by the system|my india is doomed|a lot of bhakts will fall for this drama,CAG
dear anna|u have already given greatest gift in the form of ak to this country|now again u have started to hog the limelight|pls spare us all by disappearing somewhere,CAG
kinder joy chocolate i know but i do not who is dis another chocolate guy and why newspaper like indian express covering him|must be paid newz,CAG
lokpal nahi mplement hua|at least kejri sir laad rahey hai aam aadmi key liye|shayaad aap lg ki bhasha bol rahey hai,NAG
:fire:  nice  :fax_machine:  photo  :face_savoring_food: :performing_arts:  gangster bot team  :performing_arts: self comment site : pythons|ml,NAG
by the way where is lokpal|mr anna,CAG
hi sonia and prashant|please give your views on nifty on jan expiry views|watching prashant is reminding udayan with sonia,NAG
he is prime minister of  bjp |pm post for india is still vacant|<percent> of his speech is to tell how bad is congress which most of know by now,CAG
it is quite natural to the politicians because people are responsible for ensuring them that they are not going to change|how many politicians are kept away from contesting|unless people are changed the system will like this only,CAG
without take army any bank vehicle would loot by arabi muslims attacker occupied kashmir,CAG
what took them so long|probably the bill now has provisions that indirectly / inginiously protect them,CAG
please please please|i need huge amount to survive|please help me ||,NAG
i have rarely seen him make comments on buy or sell|most of the times he just explains what has happened or what is likely to happen in simple words|that ' s either his own judgement or expert ' s observation|the guy has a gift of gab,NAG
konnor ternus blah|blah|so ignorant,OAG
 women of india | react | - buy a small plastic whistle|hang it around your neck|any man rubbing against you|whistle strongly and point a finger at him|create a strong level of shame| - buy a red spray paint|paint the man in red|more shame is impossible|or use pepper spray|more effect| - use a piece of stick under your arm|with a small needle out in one side|any guy behind you when too close gets prodded| - dress well|ten women get on the same bus at different bus stations|men start moving on you|react at the  same time |do this with a a mobile phone camera|send the film to tv stations|their shame is your survival|make men aware thre  will be a reaction | react react react |from a man in  brazil ,NAG
what illness doctor sahab,CAG
after these two guns|three m777 guns will come to india in  and used for training,NAG
 purchased idfc  ce60 | and  idfc bank  ce65 || hold  or  sell ,NAG
from civil to defence every where is hindu|what is the moto of  rss ,NAG
really pathetic|crap vote bank politics,OAG
please tell me some multibagger  idea  names for long term,NAG
what would happen to  ftil  investors|has he been prove guilty,NAG
 great ,NAG
you ppl still seem confused about what removed you from government|was it anna hazare / was it modi wave / was it your own bad behaviour / your curruption / your inability / your daily news of arrogance and curruption or all above together,CAG
this is the only reason whole travelling from pollachi to coimbatore i take only govt|bus|pvt|drivers are threat to two wheelers,NAG
her designer must have some serious convincing skills to make her wear something so outlandish :grinning_face: :grinning_face: :grinning_face: :grinning_face:,NAG
:anger_symbol: bot user :anger_symbol: haris rajput :anger_symbol: :heart_suit:  python  :heart_suit:  bot  :heart_suit:  team  :heart_suit: ♪ - - - - »  tayyab |ga « - - - - ♪ :heart_suit: ♡ o| bot owner  :anger_symbol:  tayyab khan  :anger_symbol:,NAG
jio has changed the way we google|thanx to jio,NAG
take care sonia|you are not looking well please do the needful,NAG
if cow is our mother|then what will happen to our human mother|should we just forcefully take the property of our human mother when she is old and evict her from house,CAG
all that is fine|but as pm what did he do||travel foreign |do election campaign / rally ( remember almost  dozen ministers were in up|were they elected for this ) |implement  upa  schemes which he shamelessly opposed earlier can anyone talk about it|in  upa  if some mp had criminal background there will be a big  trp  debate in shameless media|now anyone dares to talk about amit shah that explains why indian media is 2 nd corrupt in the world and india has moved down in corruption rating in  god bless india if god exists,NAG
china is filling the vacuum that the obama administration created : sorrell,NAG
they were killed by their own troops to defame pakistan|because pakistan denies such attack,OAG
story of the sme going online is an eye opener|the eay internet technolgy is changing business is done|gr8t,NAG
he had his time|he did what he can|we are a billion strong do not tell me we can not find a better one to take his place,NAG
so he joined bjp,NAG
syed wajid ali shah|you will not know its quite natural becoz u only know abt kashmiri muslims|you do not know also about the syrian muslims|the baluch muslims|the sind muslims and millions other muslims who are being killed by your own muslims either terrorists or by different tribal muslim fighter groups,NAG
mnrega - | crore bananas are sanctioned by central|make sure all bananas reach,NAG
 rbi  tightens hedging rules for fiis in currency market|more : http :// bit|ly / 1 cs6uoo here ’ s one more measure by  rbi  to rescue the rupee from the mess|do you think this move will do wonders,NAG
manipur lady comming to kerala why do not she welcomed by the politicians here,CAG
this lady is not getting the notion of the manufacturing cost logically,NAG
few promises of modi in | usa  $ at  rupee|huwa k nai|wadra will be brought to book|tax rate will be low| gdp  @|no terrorism from pakistan| crore employment per year,CAG
sunrisers fans control urself  ka score kkt aaram se jeet jati overs kam hue isliye toh bhi  rps ka runrate mila,NAG
gujarat only state in our country to promote vibrancy|do not matter fluency in english|need fluency in policy,NAG
no,NAG
the strike required on the vaampanthi aakaas of these naxalite|i|e| cpm  and it ' s allies|then only this problem will get solved|otherwise they will keep on producing traitors like khalid umer and kanahyas,CAG
or buy this bike and go to graveyard directly|that ' s the message,OAG
"you can do analysis|be very happy about  bjp  winning  seats but  win is win ||"" ask any racer|any real racer|it does not matter if you win by an inch or a mile|winning ’ s winning :victory_hand: :victory_hand: :victory_hand:|"" :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:",OAG
syed shanam haider i will lodge cyber cell  fir ,CAG
drama,OAG
napakis are expert to make jannat into jahannum|ex|afghanistan|balochistan|pok & kashmir,OAG
rajdeep -  monarchy |you can stop me|you cannot block me|read my comment in cnbc,NAG
i m not with u|im against u,OAG
some people live only to criticize|it is our mistake that we did not embrace cashless transactions for the past  years when we were given all the facilities to do so|if a radical step is not taken today|we will never learn because we do not bother as long as we get our food and jobs|so modiji|you lead|we do not have the right to complain but to shut up and follow|today|you have set india as an example for venezuela|australia and many more to come|hoping for a good new year ahead|a different new year,CAG
a bunch of nincompoops calling themselves a court|shame on you,OAG
oil company should ocupie all the petrol pump in up,OAG
muslim living in india are totally  differnt from muslim lving other part of world|they r more sensable and educated|but one such decisions from old man allow others to think how indians reacts to terrorism,CAG
 you may be also thought in school that you have won  what|i am not surprised|with your knowledge <happy>,CAG
indian express is|it needs to be,CAG
can american natives work with the environment and pay as compare to their indian or foreign counterpart,NAG
first finish doggy|then attack pakistan|dogy is more dangerous than pakistan,OAG
"sensex would indeed touch ||in our opinion we are on a brink of a global collapse there will be a cyclical recession in the time period of  - |global events that will exacerbate the recession : -  imf  ' s foreign reserve basket adds chinese yuan to its forex basket reducing euro ' s contribution to this basket by a considerable + - euro will considerable depreciate -  brexit  - british voters will actually vote for britain to leave the eu - us elections and it ' s uncertainty|- crude oil glut - china debt - to - equity conversion - shemitah year of  a major global sell off should have happened on  but as that is a sunday on |which is a monday we will witness a global sell off and global markets will correct in excess of + targets in the range on  -  ( all prices are in rupees sensex :  -  nifty :  -  bank nifty :  -   icici  bank :  -   sbi  :  -  google "" shemitah year  "" we are headed for the biggest blobal recession yet|you have the opportunities to either become rich or become poor|sit on cash do not buy anything right now|until|we reach the above targets|you should sit on cash|welcome to shemitah year |either you become rich or you become extremely poor the choice is yours the market has already dropped so much from  that all gains have been wiped out and now we are in negative",NAG
mayawati so called dalit crorepati woman can not say one letter without reading paper sher should have declared some poor dalit woman for cm post,OAG
pak army intruded into indian terrirtory|killed randian soldiers|had some laugh cup of tea with biscuits|mutilated their bodies and went back to their barracks|now tell me while this all rubbish was happening what were bc lundian border forces doing watching mia khalifa and sunny leone|:face_with_tears_of_joy:,OAG
this is the position of law and order in kalkatta,NAG
terrible rule|some people have a passion for cars|car companies would suffer|instead why not replace rickshaws with electric tata nanos in order to reduce pollution,OAG
rest assured none targets you|you will go down under the weight of your illegal assets,CAG
those who dosen ' t belive|they r all fraud|and those who belive|can make hindustan change,CAG
beautiful rhythmic odissi dance|love it,NAG
today i get up at  after hearing the song of sonu nigam|banned him too|he disturbed me while i was deeply sleeping,OAG
have u read the article|it speaks that due to pay commision the impact will be on railways|which termed in stad of  years|and u without understanding started posting hatred towards central govt|suresh prabhu as it is run my modi|come out of ur hatred annd communal mindset|grow up|high time,CAG
indian express is a cry baby|they can any extent to oppose  bjp |according to them  bjp  and hindutvya has every problems|but propaganda media like it|more people are moving towards bjp,CAG
william machado azam khan and owaisi said modi and his entire caste is dog,OAG
sure y not but dey should atlesat get a decent placement first,NAG
why is the volume so low|not just today|its always the same|whereas|the live programmes on other channels have a good audio level|pls address the issue,OAG
cow in hinduism : eating beef ( cow mata ) allowed in hinduism|rigveda (  /  /  ) declares|“ on the occasion of a girl ’ s marriage oxen and cows are slaughtered|” rigveda (  /  /  ) states that “ indra used to eat the meat of cow|calf|horse and buffalo|” manusmriti ( chapter  / verse  ) says|“ it is not sinful to eat meat of eatable animals|for brahma has created both the eaters and the eatables|” maharishi yagyavalkya says in shatpath brahmin (  /  ) that|“ i eat beef because it is very soft and delicious|” apastamb grihsutram (  ) says|“ the cow should be slaughtered on the arrival of a guest|on the occasion of ‘ shraddha ’ of ancestors and on the occasion of a marriage|” vashistha dharmasutra (  /  ) writes|“ if a brahmin refuses to eat the meat offered to him on the occasion of ‘ shraddha ’ or worship|he goes to hell|”,NAG
trying to stop beef eating in kerala ( somalia )|well keep trying|the somalians will stuff beef in your mouth and kick you out,CAG
she deserves punishments so she can be kept silent,OAG
just because|he is not going to do buttering for vote bank like other politicians has done|he is hindu by religion and leave him|will this so called maulvi do hindu pooja|no|so do not say the things you do not follow by yourself,CAG
if sc st bc mbc have rights to have reservations then muslims also have rights to have separate reservation since the social status of muslims is lower than bc and mbc|if reservation is not required then give equal free education to all community,OAG
go ahead,NAG
if you do not wish do not pay|govt should mind its own business,NAG
he  i think cnbctv18 celebrate  put  to ,NAG
india is a fake|fragile and unatural union build by british to control the poor masses|it has become a monster for minorities and neighbors|almost of indian land is direct under indian army control who commit grave human right abuses under notorious  afspa |kashmiris hate india for brutal illegal occupation of their land but shameless india so called upper class hindu elite doesnt want to free kashmir for their political gaines|india is the only country which is being run by extremists apart from israel,OAG
i would appreciate justin beiber today rather than this performance,CAG
""" ladies and gentlemen|family and friends|we are gathered here today to witness and celebrate the joining of - - - - - - - - - - - - - and _______________________________ in marriage|with love and commitment|they have decided to live their lives together as husband and wife|cnbc tv  is the|above proof is good||for the wedding ceremony",CAG
india will do surgical strike in media|and ppl will chant modi modi than bjp will elections in west bengal,CAG
wow|now its time for assam to face the ire of cow vigilantes|sounds great|so ur here to spread hatred amongst communities just for the sake of cows,CAG
i pity desperation of ie to just malign modi and now yogi at any cost,CAG
hey listen this party is the only party where each and every person have right to say their words|its not  bjp  or congress where if somebody comments against their leader will through out of party|:rose: :rose: :rose: :rose: :rose: another thing brother log tuo modi ji se be bahut kuch puch rehe ha|kya modi ji ne monn warat reakha ha kya|now  evm |not even a single statement or press conference by any official of ec is released till the date which shows something is happening|:folded_hands: :light_skin_tone: :folded_hands: :light_skin_tone: :rose: :rose:,CAG
:face_with_tears_of_joy: :beaming_face_with_smiling_eyes: :hugging_face: lady reporter : mr|naidu|wat is ur growth|mr| naidu  answer : wat i am saying is dat is growth planning to  to  gdp |next  years|wat a joke,NAG
“ we are examining the evidence produced by the ios to take a final decision|” joint secretary chhedi lal gupta|who heads the committee|told the indian express,NAG
maya doing only publicity,OAG
sad demise of jayalalitha|she reigned tamilnadu|woman power|strength|lioness|may her soul rest in peace|long live tamilnadu,NAG
s & p has big barrier at  levels nifty has barrier at ,NAG
anna hazare jee ab aapke aaram karne ka samay aa gaya hai|kejriwal jee|manish sisodia|kiran bedi|prashant bhushan etc ke chalte aapka kusch naam hua hai aur log aapko jaanne lage the|lekin aaj aap aandolan karke dikhayiye|dawe ke saath kahta hoon ki aapke sage sambhandhiyon ko chodkar koi bhi aapke aandolan mein sharik nahi hoga|natak chodiye|janta jaan chuki hai ki aap bhi  rss  se hain|aap ko  bjp  se kitna paisa milta hai jo ki election ke samay hi hamesha bil se bahar nikalte hain aur ek imandar neta kejriwal jee ka ninda karke chale jaate hain,CAG
evm ka magic,CAG
go india :regional_indicator_symbol_letter_i: :regional_indicator_symbol_letter_n: do not support from here lol :face_with_tears_of_joy: how ' s everything,CAG
the problem here is we indians are to  used to take side of a party first and then try and prove its all wrong deeds as right and ignore other ' s good deeds also|i feel we should not primarily take side of any party ( may it be cong /  bjp  /  aap  or any other ) and then judge them separately on each topic,NAG
isreal is god ' s nation|a nation that belongs to the jews,NAG
but red agents r very dangerous not only in india but to the whole world|better get rid of them like soviet,CAG
what bloody nuisance illwill person he ' s talking about|do some alien came from space on the  loc  and committed this heinous crime,OAG
sneha shriyan neenu kewlani got featured in  cnbc  live  : ,NAG
thats only u guyes can do|keep singing,NAG
it ' s a cowardice act of pakistan|indian army must teach a lesson to pakistan as early as possible without delay by adapting the retributive theory of punishment,NAG
he is a time person of the year for divided state of america,NAG
finish pakistan|d terror state has existed for long,OAG
tats sad no mother thinks her baby as puppy but few of them do not have choice to stay at home|every mother tries to be their babies for max time possible|this new law will certainly make mothers more available for their child,CAG
ban all procession|andhe|tell to ban ganeshotsav|srikrishna jayanthi and all other hindu|muslim christian procession,OAG
it ' s real bro|i know that  tmc  has done the tit for tat things before but this one is genuine,NAG
seems like indian express has not seen the video|idiots,OAG
people who died standing in line must have been ill or old|how can it be blamed on him,CAG
"unbelievable|this is worse than the british raj|what makes a neta|who is "" elected "" by us - the people|to lead us|humiliate any one|all airlines should blacklist|gunda raj should  not  be tolerated|does not this guy have a family|wife|mother|kids|what do they have to say about his "" behavior """,CAG
yeah|of course the country ' s brightest and best economic advisors are not enough eh,CAG
news from jansatta,NAG
hi soniya will sun pharma and aurobindo pharma rise in coming days|/ this fall continues like this only,NAG
friends|if a kashmiri muslim does indeed have no issues with kashmiri pandits|then let us pray that we have lakhs more of such kashmiri muslims|as far as the loudspeaker usage is concerned let the same law apply to everybody,CAG
is  banknifty  approaching overbought region|what can we expect from axis bank tomorrow,NAG
do not kill intermediate / brokers first make them engaged with make in india concept,NAG
completely true|today iit is no more a collage|its a brand,CAG
long live respacted tayyap erdogan|allah blessed u|best leader of d world,NAG
whoaa|such a boor chap / lash you are i pity the nescients like you who hold no respect for any religion|you ethics is ethically withered b stagnant of water|may you die in peace ( though you will not in your dying boots )|i really hope so,OAG
ghostly :ghost:,OAG
kumar is becoming like shazia limi|so quit aap and join with her,OAG
yet another lie,CAG
why this man is talking all nonsencse,CAG
and worse than all this is the situation which they have made of j & k in last  years|they have worsen the situation of kashmir valley by multiple folds,NAG
very bad bjp,OAG
really sad to hear this|one of the few respected gentlemen and eloquent speaker :worried_face:,NAG
all kind noise pollution should be waived out if possible|if azan prayer is problematic then late night bhajans from loudspeakers are also problematic,OAG
or in other sense|the press may want to show us that all those reserved candidates are not always undeserved|and behind every misdeeds performed by any doctors / engineers|there is not always a reserved candidate| justanopinion ,CAG
arshia ilahi i think only pakistan get benefits from this conflicts,NAG
disgusting to see how a corporate stoops to a level to use its might chair and power to fight a man|sad,NAG
it ' s a japanese concept of capsule hotel|since the population of tokyo is very high they invented this concept,NAG
what the hell are you talking stupid shut your mouth and get lost,OAG
why now media is disclosing these  bills at the peak of mcd elections|n overall its not paid n under inspection,CAG
 hdfc  bank has surged a lot|is there more juice here,NAG
our prime minister was saying demonitisation must have done in1971 that time inflation was too high due to bangladesh liberation war and due to drought if demonitisation was done at that time people reeling under inflation might have died if they can not get employment what is happening today the casual labour and farmers are the most affected today allover digitalisation is their but at that time even electricity was a luxury,CAG
what about buerocrats ans minsters of all parties including  bjp ,CAG
i agree with abhishek jairaj that hindus needs to have one label that i am hindu indian and not muslim|i feel lets every hindu try this,CAG
his target achieved,CAG
why did not bjp contest the election projecting him as the cm candidate,NAG
sources said the party high command has asked state up president raj babbar|to submit his report on the reasons behind the loss,NAG
only intelligent people can understand what our pm has done hats of to you modiji,CAG
such an ignorant racist comment|you have equated ignorance to hinduism and meat eating as something elite and culturally superior|so much for the self bragging superior mindset,OAG
you get a  * for 9 0 0 rs and i am talking about branded  * <happy>,NAG
i totally agree with maneka gandhi yesterday i was watching discovery channel and this morning woke up as scientist,NAG
the bike will have this sound only when it is started|lol,CAG
s gu can follow view|good :smiling_face_with_smiling_eyes: best option by your brother now jogged o had o,NAG
where is the proof suckers|stop creating a nuisance|they would have been eaten by wolves or lions and u media puppets find evrythng as an opportunity to make money,OAG
""" surgical strike "" by pakistan army  indian soldier killed|snakeeagle pakistan defence command",NAG
pakistan is the worst country|you cannot mutilate a body|u just cant|it shows ur inhuman nature and how low you can go| boycott pakistan ,OAG
introspection is more important|course correction is needed|kejriwal is not a typical politician who needs politics for survival|he can openly admit his fault & beg pardon,NAG
nowadays children r far better than learning humanity than our pm,CAG
super movie,NAG
well as per national crime record per | people kerala is number  in women sexual assault tally,NAG
being half iitian ( having done only post graduation from  iit |) i can say yes|very much overrated|no output except engineers who mainly serve  usa |no cooperation with some industry or startups and very snobbish know all behaviour of profs|no respect for students who are future,OAG
 mla  is no ruler|this is democracy|there is due process of law|get out of medieval mindset,OAG
ab kya hua  bjp  ko manmohan singh pe aarop lagate the ki kuch bolte hi nahi hai modi kuch karte hi nahi hai,CAG
expect to give projects for | kms by march end : nitin gadkari,NAG
re is old - school and high on maintenance and cost for and indian company,NAG
fudged  evm  machine malfunctioned|that ' s why  aap  got  seats|exchanging maximum vote|failed|and maximum vote  aap  received|by defect or early stage software mis calculation|later it made perfect to cross exchange votes|up result for example,OAG
really golden girl|we feel proud of you|thank you,NAG
shut down every party and make india great in the whole world,NAG
not surprising|they are from pakistan :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,NAG
kalbhoshan had  months to appeal|he was not going to b hanged immediately|so stay is useless at this stage,NAG
a great singer but a worst human|he should respect religions and humanity and should avoid saying those stuff that hurts a particular group of people|his ex - fan from  afghanistan  and now hate him,OAG
no it ' s not|it ' s a high rev bike|in no way similar to bullet|it might end up expanding the sector,NAG
anuj can never be udyan|you are wrong|and sonia is far far better than latha|i do not want her to be latha,NAG
pak army intruded into indian terrirtory|killed indian soldiers|had some laugh cup of tea with biscuits|mutilated their bodies and went back to their barracks|now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone,OAG
unable to log into netbanking mobile app on  ios |only web browser logins are going through| neft  transaction to account is getting blocked|i recommend  hdfc  bank account holders to be careful about their accounts or else shift to a better bank|probably us republican and shiv sens are interfering with the banking system that ' s why  hdfc bse  listing is loosing money| cbi   police ,NAG
hence they have written off bad loans|kya baat hai|apne bank ko bolkar mera pl maaf karwa do|badi kripa hogi,NAG
will  be a strong support|can shorting  pe makes sense,NAG
we are sad for this unfortunate incidence and loosing our warriors|govt|should and will fight back and give reply to this|may god give strength to the family members of the martyrs,OAG
 how can u charge more than u give | where interest on saving ac is less | utter financial  &  economic disaster ,NAG
one day u will have to pay for shedding blood of innocent people ' s in  kashmir ,OAG
 villain can create  hero| hero can create  villain|which is better,CAG
to big players world,NAG
u r jealous with other singer dat doesnt make u sleep :sleeping_face: go beg for some work u will find peaceful sleep n try not to creates riots by ur words u r known celebrity it does not make u to speak about any religion n dat jst for publicity u creep mind go n consult to psychiatrists n get ur treatment done,OAG
how stupid comment is that|what does she want to express|working women treat their kids as puppy|she got married only after completing education so how much she knows about balancing work with family|without knowing things this kind of comment is totally unacceptable,OAG
prasad desai saint sanghis|shut up and get lost :smirking_face:,OAG
raids were carried out at home of retired army personnel - a colonel|who owns a college in bareilly|also in question is the army officer ' s son|prashant bishnoi|who is a national level shooter|:winking_face_with_tongue: :winking_face_with_tongue:,CAG
is it leone or the ad company making the advert that is at fault,CAG
yes misguided by quran,OAG
she has money therefore she has choices,CAG
fortunately|our forefathers were not dumb enough to create a national language and religion|congrats for being centuries behind,NAG
what a shame|he do not have any comment so said in front of media|wat receive via wats up,NAG
who is this shirish kunder|one of the owners of the islamic express,OAG
"this is cld humanity he will gonna gv his all ipl10 earning  indian army|hat ' s off  u ' ' gg """,NAG
the political parties give the only assurance to the people because we people are innocent but we are work honestly when we understand,CAG
ndtv read from cnbc tv |make sure do not change the rules of the game|ndtv should learn from cnbc tv ,OAG
no value of diggi ' s statement|but anyway why poking his nose in pak affairs,CAG
